   ,CHANGED,INTERNAL CODE,ENGLISH,ENGLISH HEALTH,ENGLISH PERSONNEL,NETHERLANDS,NL HEALTH,NL PERSONNEL,NORWEGIAN,NOR HEALTH,NOR PERSONNEL,SWEDISH,SWE HEALTH,SWE PERSONNEL,KINESISK,KIN HELSE,KIN PERSONELL,DEBUG,DEBUG HEALTH,DEBUG PERSONELL,GERMAN,GERMAN HEALTH,GERMAN PERSONELL,,
63,3/9/2012,findit.rule.description.button_pressed_any,Alarm when the emergency button is pressed,,,Alarmeert wanneer de noodknop wordt gedrukt,,,Alarm når nød-knappen trykkes inn,,,Alarm när nödknappen trycks in,,,紧急按钮被按下时发出的警报,,,200,,,"Alarmiert, wenn der Notknopf grdrückt wird",,,,
64,3/9/2012,findit.rule.activation.button_pressed_any,"To activate this rule, specify whether tracking shall be enabled when an alarm occurs",,,Om deze regel te activeren graag aangeven of tracking wordt ingeschakeld bij een alarm,,,For å aktivere denne regelen må det spesifiseres om lagring av sporingsdata skal iverksettes ved alarm,,,"För att aktivera denna regel, specificera om spårning skall vara aktiverat vid alarm",,,要激活此规则，指定是否当报警发生时，应启用跟踪,,,201,,,"Um diese Regel zu aktivieren, geben Sie an, ob Tracking bei einem Alarm eingeschaltet werden soll",,,,
65,3/9/2012,log.alarm.key.button0,Person pressed the emergency button!,Person pressed the panic button!,,Persoon drukte op de noodknop!,Persoon drukte op de paniek knop!,,Person har trykket på nødknapp!,Person har trykket på panikk-knapp,,Person har tryckt på nödknapp!,Person har tryckt på nödknapp!,,用户按下了紧急按钮！,,,202,,,Person hat den Notknopf gedrückt!,,,,
66,3/9/2012,log.alarm.key.button,Person pressed the emergency button!,,,,,,Person har trykket på nødknapp!,,,,,,,,,203,,,,,,,
,,findit.info.alarm.mail_send.success,Email sent,,,,,,Epost sendt,,,,,,,,,204,,,,,,,
,,findit.rule.title.idteq_app_helper,IDTEQ - App Helper,,,,,,IDTEQ - App-hjelper,,,IDTEQ - Apphjälpare,,,,,,205,,,,,,,
,,findit.rule.description.idteq_app_helper,This rule updates the asset property ''Lock'' to ''Locked'' or ''Unlocked'' depending on the incoming signal. This is needed for the mobile app to work.,,,,,,Denne regelen oppdaterer eiendelens egenskap ''Lock'' til ''Locked'' eller ''Unlocked'' avhengig av signalet. Denne er nødvendig for at mobilappen skal fungere.,,,Denne regeln uppdaterer föremålets egenskap ''Lock'' till ''Locked'' eller ''Unlocked'' beroende på signal. Denna är nödvändig för att mobilappen skall fungera.,,,,,,206,,,,,,,
,,findit.rule.activation.idteq_app_helper,-,,,,,,,,,,,,,,,207,,,,,,,
,,,,,,,,,,,,,,,,,,208,,,,,,,
66,8/9/2012,findit.rule.title.idteq_reboot_after_timeout,IDTEQ - Reboot Device After Timeout,,,,,,IDTEQ - Omstart av enhet etter tidsavbrudd,,,IDTEQ - Starta om enhet efter tidsavbrott,,,IDTEQ超时后重新启动设备,,,209,,,,,,,
66,8/9/2012,findit.rule.description.idteq_reboot_after_timeout,This rule will attempt to reboot a device which no longer sends heartbeat messages. A status request will be sent first in order to verify that the device is active.,,,,,,Denne regelen vil forsøke å restarte en enhet som ikke lenger sender livstegn. En statusforespørsel vil først bli sendt for å verifisere at enheten er i live.,,,Denna regel kommer försöka att starta om en enhet som inte längre sänder livstecken. En statusbegäran kommer först att skickas för att verifiera att enheten är aktiv.,,,此规则将尝试重启不再发送心跳消息的设备。 将首先发送一个状态请求，以验证该设备是否仍可用。,,,210,,,,,,,
66,8/9/2012,findit.rule.activation.idteq_reboot_after_timeout,Configure the timeout before the rule should attempt to contact the device.,,,Configureer de timout voordat de regel het apparaat moet proberen te berijken.,,,Sett lengden på tidsavbruddet før enheten forsøkes å startes på nytt.,,,Sätt längden för tidsavbrottet innan regeln försöker att kontakta enheten på nytt.,,,配置此规则应该在尝试联系该设备之前的超时,,,211,,,"Konfiguriere die Wartezeit, bis die Regel das Gerät betrifft",,,,
,,,,,,,,,,,,,,,,,,212,,,,,,,
,,findit.rule.title.idteq_door_control,IDTEQ - Door Control,,,,,,,,,,,,,,,213,,,IDTEQ - Türkontrolle,,,,
,,findit.rule.description.idteq_door_control,Performs actions based on the selected alarm code from an IDTEQ device. Will update type properties of assets with lock status.,,,,,,,,,,,,,,,214,,,,,,,
,,findit.rule.activation.idteq_door_control,-,,,,,,,,,,,,,,,215,,,,,,,
66,9/26/2012,findit.rule.title.idteq_group_door_control,IDTEQ - Group Door Control,,,,,,IDTEQ - Gruppedørkontroll,,,IDTEQ - Grupp Dörrkontroll,,,IDTEQ集团门控,,,216,,,,,,,
66,9/26/2012,findit.rule.description.idteq_group_door_control,Performs actions based on the selected alarm code from an IDTEQ device. Alarm A and Alarm A Clear will only trigger if all devices in the group is locked.,,,,,,Utfører handling basert på valgte alarmkode gitt fra en IDTEQ enhet. Alarm A og Alarm A Clear will kun slå til hvis alle enhetene i den valgte gruppa er låst.,,,Utför handlingar baserade på alarmkoder från en IDTEQ enhet. Alarm A och Alarm A Clear kommer endast utlösas om alla enheter i gruppen är låsta.,,,,,,217,,,,,,,
66,9/26/2012,findit.rule.activation.idteq_group_door_control,-,,,,,,-,,,,,,,,,218,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_sia_group,Group,,,,,,Gruppe,,,Grupp,,,群组,,,219,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm,Alarm code,,,,,,Alarmkode,,,Alarmkod,,,警报代码,,,220,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm.Alarm_A,Alarm A,,,,,,,,,,,,警报A,,,221,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm.Alarm_A_Clear,Alarm A Clear,,,,,,,,,,,,警报A取消,,,222,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm.Alarm_B,Alarm B,,,,,,,,,,,,警报B,,,223,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm.Alarm_B_Clear,Alarm B Clear,,,,,,,,,,,,警报B取消,,,224,,,,,,,
,,findit.rule.title.idteq_specific,IDTEQ - Specific Event Trigger,,,,,,,,,,,,,,,225,,,,,,,
66,9/26/2012,findit.rule.description.idteq_specific,Performs action based on the selected alarm code from an IDTEQ device.,,,,,,Utfører handling basert på valgte alarmkode gitt fra en IDTEQ enhet. Alarm A og Alarm A Clear will kun slå til hvis alle enhetene i den valgte gruppa er låst.,,,Utför handlingar baserade på den valda alarmkoden från en IDTEQ enhet.,,,,,,226,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm.Alarm_Tamper,Tamper,,,,,,,,,,,,警报A,,,227,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm.Alarm_LowBat,Low Battery,,,,,,,,,,,,警报A取消,,,228,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm.Alarm_Tamper_Clear,Tamper Clear,,,,,,,,,,,,警报B,,,229,,,,,,,
66,9/26/2012,findit.label.rules.activate.key.idteq_alarm.Alarm_LowBat_Clear,Low Battery Clear,,,,,,,,,,,,警报B取消,,,230,,,,,,,
,,,,,,,,,,,,,,,,,,231,,,,,,,
66,6/12/2012,findit.rule.title.idteq_sia_group_door_control,IDTEQ + G4S - Group Door Control,,,,,,IDTEQ + G4S - Gruppedørkontroll,,,IDTEQ + G4S + Grupp Dörrkontroll,,,IDTEQ集团门控,,,232,,,,,,,
66,6/12/2012,findit.rule.description.idteq_sia_group_door_control,Forwards alarm A and B sent by an IDTEQ device via the SIA protocol if all devices in the group is locked.,,,,,,Videresender alarm A sendt av en IDTEQ-enhet vha SIA-protokollen hvis alle enhetene i gruppen er låst.,,,Vidarebefordrar Alarm A och B skickat av en IDTEQ enhet via SIA-protokoll om alla enheter i gruppen är låsta.,,,,,,233,,,,,,,
66,6/12/2012,findit.rule.activation.idteq_sia_group_door_control,-,,,,,,-,,,,,,-,,,234,,,,,,,
66,6/12/2012,findit.label.rules.activate.key.idteq_carrier_grace,Seconds to suppress an alarm received from a different carrier,,,,,,Sekunder man undertrykker alarm mottatt via annen bærer,,,Sekunder man undertrycker alarm som mottagits från en annan bärare,,,,,,235,,,,,,,
66,6/12/2012,findit.label.rules.activate.key.idteq_seconds,Wait in seconds before triggering an alarm,,,,,,Ventetid før man slår alarm,,,Väntetid i sekunder innan alarm utlöses,,,,,,236,,,,,,,
66,6/12/2012,findit.label.rules.activate.key.idteq_a_clear_grace,Timeout period from door open until closed when locked,,,,,,Timeout fra dør åpnes til lukkes hvis låst,,,Tidsavbrott period från att dörr öppnas till den stängs när den är låst,,,从门开到关闭锁定时的超时时间,,,237,,,,,,,
,,,,,,,,,,,,,,,,,,238,,,,,,,
67,6/12/2012,findit.rule.title.idteq_sia_door_control,IDTEQ + G4S -  Forwarder (A and B),,,,,,IDTEQ + G4S - Videresender (A og B),,,IDTEQ + G4S - Vidarebefordrare (A och B),,,IDTEQ代理（A和B）,,,239,,,,,,,
68,6/12/2012,findit.rule.description.idteq_sia_door_control,Forwards alarm A and B sent by an IDTEQ device via the SIA protocol.,,,,,,Videresender alarm A og B sendt av en IDTEQ-enhet vha SIA-protokollen.,,,Vidarebefordrar Alarm A och B skickat av en IDTEQ enhet via SIA-protokollet.,,,转发通过SIA协议来自IDTEQ设备的A和B警报,,,240,,,,,,,
69,6/12/2012,findit.rule.activation.idteq_sia_door_control,"This rule will suppress alarms sent on different carriers (GPRS, SMS) for the specified timeout",,,,,,Denne regelen krever ingen konfigurasjon.,,,Denna regeln kräver ingen konfiguration,,,这条规则将抑制报警（GPRS，SMS）发送不同的运营商在指定的超时,,,241,,,,,,,
,,,,,,,,,,,,,,,,,,242,,,,,,,
67,6/12/2012,findit.rule.title.idteq_sia_utility,IDTEQ + G4S -  Forwarder (tamper and battery),,,,,,IDTEQ + G4S - Videresender (tamper og batteri),,,IDTEQ + G4S - Vidarebefordrare (tamper och batteri),,,IDTEQ代理（篡改和电池）,,,243,,,,,,,
68,6/12/2012,findit.rule.description.idteq_sia_utility,Forwards tamper and battery alarms sent by an IDTEQ device via the SIA protocol.,,,,,,Videresender tamper- og batterialarm sendt av en IDTEQ-enhet vha SIA-protokollen.,,,Vidarebefordrar tamper och batterilarm skickade av en IDTEQ,,,转发由IDTEQ设备通过SIA协收到的篡改和电池警报,,,244,,,,,,,
69,6/12/2012,findit.rule.activation.idteq_sia_utility,"This rule will suppress alarms sent on different carriers (GPRS, SMS) for the specified timeout",,,,,,Denne regelen krever ingen konfigurasjon.,,,Denna regeln kräver ingen konfiguration,,,这条规则将按指定的超时抑制不同的运营商（GPRS，SMS）发出的警报,,,245,,,,,,,
,,,,,,,,,,,,,,,,,,246,,,,,,,
67,3/21/2012,findit.rule.title.idteq_sia_alarm,IDTEQ + G4S -  Forwarder,,,,,,IDTEQ + G4S - Videresender,,,IDTEQ + G4S - Vidarebefordrare,,,IDTEQ+G4转发,,,247,,,,,,,
68,3/21/2012,findit.rule.description.idteq_sia_alarm,Forwards all alarms sent by an IDTEQ device via the SIA protocol.,,,,,,Videresender alle alarmer sendt av en IDTEQ-enhet vha SIA-protokollen.,,,Vidarebefordrar alla larm som skickats av en IDTEQ-enhet via SIA-protokollet.,,,转发所有通过SIA协议来自IDTEQ设备的警报,,,248,,,,,,,
69,5/29/2012,findit.rule.activation.idteq_sia_alarm,"This rule will suppress alarms sent on different carriers (GPRS, SMS) for the specified timeout",,,,,,Denne regelen krever ingen konfigurasjon.,,,Denna regeln kräver ingen konfiguration.,,,这条规则将按指定的超时抑制不同的运营商（GPRS，SMS）发出的警报,,,249,,,,,,,
70,3/21/2012,,,,,,,,,,,,,,,,,250,,,,,,,
71,3/21/2012,findit.rule.title.idteq_sia_heartbeat,IDTEQ + G4S -  Heartbeat,,,IDTEQ Heartbeat,,,IDTEQ + G4S - Tidsavbrudd,,,IDTEQ + G4S - Tidsavbrott,,,IDTEQ+G4心跳,,,251,,,IDTEQ Heartbeat,,,,
72,3/21/2012,findit.rule.description.idteq_sia_heartbeat,An alarm is sent via the SIA protocol when a device has not communicated with the server within the configured limit. A signal is also sent when the device restores connection.,,,Een alarm wordt verstuurd via de SIA-protocol wanneer een apparaat niet heeft gecommuniceerd met de server binnen de ingestelde limiet. Een signaal wordt ook verzonden wanneer het toestel herstelt verbinding.,,,En alarm blir sendt vha SIA-protokollen hvis en enhet ikke har kommunisert med serveren innen en konfigurert tid. Et signal blir også sendt når enheten gjenoppretter kommunikasjon.,,,Ett larm sänds via SIA-protokollet när en enhet ej har kommunicerat med servern inom en konfigurerad tid. En signal sänds också när enheten återfår anslutning. ,,,设备在制定的时限内与主机失去联系时通过SIA协议发出的警报。 该设备恢复连接时也会发送信号。,,,252,,,"Wenn ein Gerät nicht innerhalb des eingestellten Grenzwertes mit dem Server kommuniziert hat, wird ein Alarm über das SIA-Protokoll versendet. Ein Signal wird auch versendet, wenn das Gerät die Verbindung wiederherstellt.",,,,
73,3/21/2012,findit.rule.activation.idteq_sia_heartbeat,-,,,0,,,-,,,-,,,-,,,253,,,,,,,
74,3/21/2012,findit.label.rules.activate.key.timeout_seconds_value,Time out in seconds,,,Time-out in seconden,,,Tidsavbrudd i sekunder,,,Tidsavbrott i sekunder,,,以秒为单位的延时,,,254,,,Timeout in Sekunden,,,,
75,3/9/2012,,,,,,,,,,,,,,,,,255,,,,,,,
76,4/12/2012,findit.rule.title.device_uptime,Device Uptime Statistics,,,Apparaat Uptime Statistieken,,,Oppetidstatistikk,,,Upptidsstatistik,,,设备正常运行的时间统计,,,256,,,Laufzeitstatistiken,,,,
77,4/12/2012,findit.rule.description.device_uptime,Generates statistics about device uptime. Only one instance of this rule should be active.,,,Genereert statistieken over het apparaat uptime. Er hoort slechts een exemplaar van deze regel actief zijn.,,,Genererer oppetidsstatistikk for enheter. Kun en kan være aktiv av gangen.,,,Genererar upptidsstatistik för sensorenheter. Endast en kan vara aktiv åt gången.,,,生成设备的正常运行时间的统计信息。 这条规则应该只有一个实例被激活。,,,257,,,Generiert Statistiken über die Laufzeit des Gerätes. Es kann nur ein Exemplar dieser Regel aktiv sein.,,,,
78,4/12/2012,findit.rule.activation.device_uptime,-,,,0,,,-,,,-,,,-,,,258,,,,,,,
79,3/9/2012,,,,,,,,,,,,,,,,,259,,,,,,,
79,4/26/2012,findit.rule.title.speed,Speed,,,Snelheidsoverschrijding,,,Hastighet,,,Hastighet,,,,,,260,,,Geschwindigkeit,,,,
79,4/26/2012,findit.rule.description.speed,Triggers when the tracked object reports a speed higher than the defined maximum.,,,Activeert wanneer het object sneller gaat dan de ingestelde snelheid.,,,Slår til hvis det sporede objektet angir en høyere hastighet enn det definerte maksimum.,,,Utlöses när det spårade objektet anger en högre hastighet än den definierade maxhastigheten.,,,,,,261,,,,,,,
79,4/26/2012,findit.rule.activation.speed,-,,,,,,,,,,,,,,,262,,,,,,,
79,4/26/2012,findit.label.rules.activate.key.speed_limit_interval_minutes,Minimum amount of minutes between each time the rule triggers.,,,Minimale tijd tussen activaties.,,,Minimum antall minutter mellom hver gang regelen slår til.,,,Minimum antal minuter mellan varje gång regeln utlöses.,,,,,,263,,,,,,,
79,4/26/2012,findit.label.rules.activate.key.speed_limit_kph,Speed limit in kilometers per hour.,,,Snelheidslimiet in kilometer per uur.,,,Hastighetsgrense i kilometer i timer.,,,Hastighetsbegränsning i kilometer i timmen,,,,,,264,,,,,,,
79,4/26/2012,,,,,,,,,,,,,,,,,265,,,,,,,
79,4/26/2012,,,,,,,,,,,,,,,,,266,,,,,,,
80,3/9/2012,findit.rule.title.button_pressed_any,Button pressed,,,Knop ingedrukt (willekeurig),,,Knapp trykket,,,Knapp tryckt,,,按下按钮,,,267,,,Knopf gedrückt,,,,
81,3/9/2012,findit.rule.description.button_pressed_any,Activates when a button is pressed on the device.,,,Activeerd wanneer er een toets wordt ingedrukt op het sensorapparaat.,,,Denne regelen utløses når en knapp trykkes inn.,,,Denna regeln utlöses när en knapp trycks in,,,传感设备上的一个按钮被按下时激活,,,268,,,"Wird aktiviert, wenn eine Taste auf dem Gerät gedrückt wird.",,,,
82,3/9/2012,findit.rule.activation.button_pressed_any,-,,,,,,-,,,-,,,-,,,269,,,,,,,
83,3/9/2012,log.alarm.key.button1,Person pressed a button!,,,PANIEKALARM,,,Person har trykket på en knapp!,,,Person har tryckt på en knapp!,,,用户按下一个按钮！,,,270,,,Person hat eine Taste betätigt!,,,,
84,3/9/2012,,,,,,,,,,,,,,,,,271,,,,,,,
85,3/9/2012,findit.rule.title.button_pressed_specific,Specific button pressed,,,Specifieke knop ingedrukt,,,Spesifikk knapp trykket,,,Specifik knapp tryckt,,,按下特定的按钮,,,272,,,Bestimmter Knopf gedrückt,,,,
86,3/9/2012,findit.rule.description.button_pressed_specific,Triggers when a specific button is pressed on the device.,,,Activeert wanneer een Specifieke toets is ingedrukt op het sensor apparaat,,,Utløses når en gitt knapp har blitt trykket inn.,,,Utlöses när en specifik knapp har tryckts in,,,传感器上的一个特定的按钮被按下时触发,,,273,,,"Wird aktiviert, wenn eine bestimmte Taste auf dem Gerät gedrückt wird.",,,,
87,3/9/2012,findit.rule.activation.button_pressed_specific,Choose which button to react to.,,,Kies de knop waarmee deze regel werkt.,,,Velg hvilken knapp det skal reageres på.,,,Välj vilken knapp det ska reageras på,,,选择哪个按钮反应。,,,274,,,"Wählen, auf welche Taste reagiert werden soll.",,,,
88,3/9/2012,log.alarm.key.button2,Person pressed a button!,,,PANIEKALARM,,,Person har trykket på en knapp!,,,Person har tryckt på en knapp!,,,用户按下一个按钮！,,,275,,,Person hat eine Taste betätigt!,,,,
89,3/9/2012,,,,,,,,,,,,,,,,,276,,,,,,,
90,3/9/2012,findit.rule.title.geofence_with_zone_type,Geofence on zone types,,,,,,Sonealarm på sonetype,,,,,,,,,277,,,,,,,
95,3/9/2012,findit.rule.description.geofence_with_zone_type,Trigger when an asset enters or exits a zone of a certain type.,Trigger when a patient enters or exits a zone of a certain type.,Trigger when a person enters or exits a zone of a certain type.,,,,Slår til hvis en eiendel går inn eller ut av en sone av en gitt type.,Slår til hvis en pasient går inn eller ut av en sone av en gitt type.,Slår til hvis en person går inn eller ut av en sone av en gitt type.,,,,,,,278,,,,,,,
100,3/9/2012,findit.rule.activation.geofence_with_zone_type,Choose which zone type and whether to trigger on enter or exit.,,,,,,Velg hvilken sonetype og om den skal slå til ved inngang eller utgang.,,,,,,,,,279,,,,,,,
,,findit.label.rules.activate.key.trigger_on_exit,When to trigger,,,,,,Når skal den slå til,,,,,,,,,280,,,,,,,
,,findit.label.rules.activate.key.trigger_on_exit.true,Trigger on exit,,,,,,ved utgang,,,,,,,,,281,,,,,,,
,,findit.label.rules.activate.key.trigger_on_exit.false,Trigger on enter,,,,,,ved inngang,,,,,,,,,282,,,,,,,
,,findit.rule.title.geofence_with_multiple_zone_type,Geofence on multiple zone types,,,,,,Sonealarm på flere sonetyper,,,,,,,,,283,,,,,,,
,,findit.rule.description.geofence_with_multiple_zone_type,Trigger when an asset enters or exits a zone of a certain type up to 3 different zone types.,,,,,,Slår til hvis en eiendel går inn eller ut av en sone av en gitt type opp til 3 forskjellige typer.,,,,,,,,,284,,,,,,,
,,findit.rule.activation.geofence_with_multiple_zone_type,Choose which zone types and whether to trigger on enter or exit. All inputs must be filled in. Use the same zone type if needed.,,,,,,Velg hvilke sonetyper (opp til 3) og om den skal slå til ved inngang eller utgang. Bruk den samme sonetypen hvis det trengs.,,,,,,,,,285,,,,,,,
101,3/9/2012,findit.rule.title.geofence_in,Geofence entrance alarm,,,Geofence ingaan,,,Sonealarm inngang,,,Zonlarm ingång,,,进入地理围栏时的警报,,,286,,,Geofence Eingangsalarm,,,,
102,3/9/2012,findit.rule.description.geofence_in,Alarm when the asset is inside a prohibited zone,Alarm  when the patient is inside prohibited zone,Alarm  when the person is inside prohibited zone,Activeerd wanneer het gebied betreden wordt.,Alarmeert wanneer de patient in een verboden gebied komt,,Alarm  når en eiendel er innenfor forbudt sone,Alarm  når pasienten er innenfor forbudt sone,Alarm  when the person is inside prohibited zone,Larm när ett föremål är innanför förbjuden zon,Larm när en en patient är innanför förbjuden zon,Larm när en en person är innanför förbjuden zon,人或物在禁区内时候发出的警报,,,287,,,"Alarm wird ausgelöst, wenn das Gerät in ein verbotenes Gebiet kommt.",,,,
103,3/9/2012,findit.rule.activation.geofence_in,"To activate this rule, specify the geofenced zone.","To activate this rule the geofenced zone, the patient group and the time delay must be specified. ","To activate this rule the geofenced zone, the personnel group and the time delay must be specified. ","Om deze regel te activeren, geeft u de geofence zone aan.","Als u deze regel activeren van de geofenced zone, moet de patiënt groep en de vertraging worden gespecificeerd.",,For å aktivere denne regelen må det spesifiseres den sonen som skal overvåkes.,"For å aktivere denne regelen må det spesifiseres den sonen som skal overvåkes og hvilken pasientgruppe dette gjelder, samt tiden en eiendel må være innenfor sonen før alarmen aktiveres.","For å aktivere denne regelen må det spesifiseres den sonen som skal overvåkes og hvilken personellgruppe dette gjelder,  samt tiden en eiendel må være innenfor sonen før alarmen aktiveres.",För att aktivera denna regeln måste det specificeras vilken zon och personalgrupp det gäller.,För att aktivera denna regeln måste det specificeras vilken zon och patientgrupp det gäller.,För att aktivera denna regeln måste det specificeras vilken zon och persongrupp det gäller.,要激活这个规则，制定地理围栏的区域。,,,288,,,"Um diese Regel zu aktivieren, geben Sie die erlaubte Zone an.",,,,
104,3/9/2012,log.alarm.key.inside,Asset detected inside prohibited zone,Patient detected inside prohibited zone,Person detected inside prohibited zone,Object ontdekt in verboden zone,Patient ontdekt in verboden zone,Persoon ontdekt in verboden zone,Eiendel oppdaget innenfor forbudt sone,Pasient oppdaget innenfor forbudt sone,Person oppdaget innenfor forbudt sone,Föremål upptäckt i förbjuden zon,Patient upptäckt utanför tillåten zon,Person upptäckt utanför tillåten zon,发现人或物在禁区内,,,289,,,Objekt in verbotener Zone entdeckt,,,,
